iter	Passed	Remaining
1665	68139	13660
1666	68164	13616
1667	68190	13572
1668	68214	13528
1669	68242	13485
1670	68269	13441
1671	68293	13397
1672	68320	13353
1673	68345	13309
1674	68370	13265
1675	68394	13221
1676	68419	13177
1677	68443	13134
1678	68468	13090
1679	68492	13046
1680	68515	13002
1681	68538	12957
1682	68564	12914
1683	68587	12870
1684	68611	12826
1685	68635	12782
1686	68660	12738
1687	68682	12694
1688	68706	12651
1689	68730	12607
1690	68759	12564
1691	68785	12521
1692	68809	12477
1693	68832	12433
1694	68859	12390
1695	68885	12347
1696	68912	12304
1697	68937	12261
1698	68963	12217
1699	68989	12174
1700	69017	12131
1701	69042	12088
1702	69067	12045
1703	69091	12001
1704	69115	11958
1705	69140	11915
1706	69163	11871
1707	69186	11828
1708	69209	11784
1709	69232	11741
1710	69257	11698
1711	69285	11655
1712	69309	11612
1713	69333	11569
1714	69357	11525
1715	69379	11482
1716	69407	11439
1717	69430	11396
1718	69455	11353
1719	69480	11310
1720	69502	11267
1721	69527	11224
1722	69550	11181
1723	69574	11138
1724	69596	11095
1725	69621	11052
1726	69647	11009
1727	69673	10967
1728	69696	10924
1729	69720	10881
1730	69745	10838
1731	69771	10796
1732	69797	10753
1733	69824	10711
1734	69849	10668
1735	69875	10626
1736	69900	10583
1737	69925	10541
1738	69950	10498
1739	69974	10456
1740	70000	10413
1741	70024	10371
1742	70049	10328
1743	70075	10286
1744	70100	10243
1745	70124	10201
1746	70148	10158
1747	70172	10116
1748	70198	10074
1749	70223	10031
1750	70250	9989
1751	70274	9947
1752	70299	9905
1753	70324	9863
1754	70349	9820
1755	70372	9778
1756	70399	9736
1757	70425	9694
1758	70451	9652
1759	70481	9611
1760	70509	9569
1761	70535	9527
1762	70562	9485
1763	70590	9444
1764	70618	9402
1765	70645	9360
1766	70670	9318
1767	70697	9276
1768	70722	9235
1769	70747	9193
1770	70774	9151
1771	70800	9109
1772	70825	9067
1773	70854	9026
1774	70879	8984
1775	70904	8942
1776	70932	8901
1777	70955	8859
1778	70981	8817
1779	71008	8776
1780	71033	8734
1781	71056	8692
1782	71081	8650
1783	71108	8609
1784	71134	8568
1785	71163	8526
1786	71189	8485
1787	71213	8443
1788	71239	8402
1789	71265	8360
1790	71290	8319
1791	71316	8277
1792	71339	8236
1793	71365	8194
1794	71391	8153
1795	71414	8111
1796	71438	8070
1797	71465	8028
1798	71491	7987
1799	71514	7946
1800	71538	7904
1801	71564	7863
1802	71587	7821
1803	71613	7780
1804	71635	7739
1805	71659	7697
1806	71681	7656
1807	71709	7615
1808	71734	7573
1809	71760	7532
1810	71785	7491
1811	71811	7450
1812	71837	7409
1813	71864	7368
1814	71888	7327
1815	71914	7286
1816	71939	7245
1817	71962	7204
1818	71988	7163
1819	72011	7122
1820	72037	7081
1821	72062	7040
1822	72085	6998
1823	72110	6958
1824	72134	6917
1825	72157	6875
1826	72179	6834
1827	72201	6793
1828	72225	6752
1829	72252	6712
1830	72276	6671
1831	72299	6630
1832	72324	6589
1833	72347	6548
1834	72370	6507
1835	72397	6466
1836	72421	6426
1837	72448	6385
1838	72471	6344
1839	72493	6303
1840	72517	6263
1841	72540	6222
1842	72566	6181
1843	72589	6140
1844	72615	6100
1845	72638	6059
1846	72661	6019
1847	72689	5978
1848	72713	5938
1849	72737	5897
1850	72760	5857
1851	72785	5816
1852	72813	5776
1853	72841	5736
1854	72867	5695
1855	72895	5655
1856	72922	5615
1857	72945	5574
1858	72967	5534
1859	72990	5493
1860	73014	5453
1861	73037	5413
1862	73063	5372
1863	73087	5332
1864	73111	5292
1865	73136	5252
1866	73160	5211
1867	73184	5171
1868	73209	5131
1869	73236	5091
1870	73260	5051
1871	73286	5011
1872	73309	4970
1873	73334	4930
1874	73357	4890
1875	73381	4850
1876	73404	4810
1877	73427	4770
1878	73449	4729
1879	73472	4689
1880	73494	4649
1881	73517	4609
1882	73541	4569
1883	73562	4529
1884	73586	4489
1885	73608	4449
1886	73629	4409
1887	73652	4369
1888	73675	4329
1889	73698	4289
1890	73722	4249
1891	73746	4209
1892	73768	4169
1893	73791	4129
1894	73815	4090
1895	73839	4050
1896	73863	4010
1897	73885	3970
1898	73909	3930
1899	73935	3891
1900	73962	3851
1901	73989	3812
1902	74015	3772
1903	74039	3733
1904	74064	3693
1905	74089	3653
1906	74111	3614
1907	74135	3574
1908	74159	3535
1909	74182	3495
1910	74205	3455
1911	74228	3416
1912	74252	3376
1913	74275	3337
1914	74299	3297
1915	74325	3258
1916	74348	3219
1917	74373	3179
1918	74397	3140
1919	74421	3100
1920	74448	3061
1921	74474	3022
1922	74498	2983
1923	74521	2943
1924	74544	2904
1925	74569	2865
1926	74593	2825
1927	74617	2786
1928	74640	2747
1929	74666	2708
1930	74689	2668
1931	74711	2629
1932	74734	2590
1933	74756	2551
1934	74777	2511
1935	74800	2472
1936	74822	2433
1937	74844	2394
1938	74864	2355
1939	74887	2316
1940	74910	2277
1941	74933	2237
1942	74954	2198
1943	74976	2159
1944	75001	2120
1945	75022	2081
1946	75044	2042
1947	75065	2003
1948	75087	1964
1949	75108	1925
1950	75132	1886
1951	75154	1848
1952	75175	1809
1953	75197	1770
1954	75222	1731
1955	75245	1692
1956	75268	1653
1957	75291	1615
1958	75313	1576
1959	75337	1537
1960	75361	1498
1961	75385	1460
1962	75408	1421
1963	75434	1382
1964	75458	1344
1965	75482	1305
1966	75508	1266
1967	75530	1228
1968	75553	1189
1969	75578	1150
1970	75603	1112
1971	75629	1073
1972	75652	1035
1973	75681	996
1974	75705	958
1975	75730	919
1976	75753	881
1977	75778	842
1978	75801	804
1979	75824	765
1980	75849	727
1981	75873	689
1982	75895	650
1983	75918	612
1984	75941	573
1985	75962	535
1986	75986	497
1987	76008	458
1988	76030	420
1989	76054	382
1990	76078	343
1991	76101	305
1992	76124	267
1993	76148	229
1994	76172	190
1995	76195	152
1996	76218	114
1997	76243	76
1998	76266	38
1999	76287	0
