iter	Logloss
1508	0.06767077101
1509	0.06762950701
1510	0.06754646
1511	0.06750051144
1512	0.06746238933
1513	0.06740981449
1514	0.06733087561
1515	0.06729313959
1516	0.06722006222
1517	0.06717655669
1518	0.06715217755
1519	0.0670975444
1520	0.06705080016
1521	0.06703235731
1522	0.06692527631
1523	0.06680628128
1524	0.06677984792
1525	0.06670155485
1526	0.06664103489
1527	0.06659099544
1528	0.06655966061
1529	0.06648246497
1530	0.06641858435
1531	0.06634040509
1532	0.06632238554
1533	0.06629788126
1534	0.06622648256
1535	0.06619641158
1536	0.06615440183
1537	0.0661364398
1538	0.06607981035
1539	0.06602786786
1540	0.06599914298
1541	0.06595540767
1542	0.06593964328
1543	0.06591090853
1544	0.06589349833
1545	0.06584934009
1546	0.06567186931
1547	0.06559723187
1548	0.06552628985
1549	0.06547302641
1550	0.06545599223
1551	0.0654290997
1552	0.06538301415
1553	0.0653540345
1554	0.0653049421
1555	0.06524734633
1556	0.06519841457
1557	0.06511550642
1558	0.06506295307
1559	0.06500747674
1560	0.06494005348
1561	0.06489243395
1562	0.06482756422
1563	0.06479451749
1564	0.06471999882
1565	0.06469300544
1566	0.06465645874
1567	0.06459414388
1568	0.06456695524
1569	0.06452940797
1570	0.06451095885
1571	0.06444350852
1572	0.06440178406
1573	0.06438751112
1574	0.06436246294
1575	0.06432467252
1576	0.06427717387
1577	0.06426031838
1578	0.06421213745
1579	0.06415900471
1580	0.06406421448
1581	0.06402126518
1582	0.0639952365
1583	0.06393052109
1584	0.0638830006
1585	0.06384769958
1586	0.0637780008
1587	0.06368332621
1588	0.06364557577
1589	0.06360067589
1590	0.06354287065
1591	0.06347055988
1592	0.06342086792
1593	0.06337154346
1594	0.06332120565
1595	0.06326954601
1596	0.06323577808
1597	0.06320002063
1598	0.06315928444
1599	0.06312250223
1600	0.06305562624
1601	0.06299570454
1602	0.06293363283
1603	0.06289458508
1604	0.06284623567
1605	0.062803536
1606	0.06273930843
1607	0.06269000291
1608	0.06264319068
1609	0.06262104849
1610	0.06252843335
1611	0.06247257352
1612	0.0624490357
1613	0.0623920732
1614	0.06235199946
1615	0.06229351211
1616	0.06226906656
1617	0.06220646515
1618	0.06216823339
1619	0.06214461587
1620	0.06208469275
1621	0.06202873542
1622	0.06199061288
1623	0.0619500607
1624	0.06190862779
1625	0.06189129223
1626	0.06185391697
1627	0.06180803845
1628	0.06176187779
1629	0.06174592776
1630	0.06172693037
1631	0.06171373262
1632	0.06169081932
1633	0.06166933036
1634	0.06165008565
1635	0.06163508509
1636	0.06158470087
1637	0.06155171297
1638	0.0615282156
1639	0.06149220756
1640	0.06143683954
1641	0.06138365969
1642	0.06133368747
1643	0.06131214745
1644	0.06126851462
1645	0.06121648555
1646	0.06117148982
1647	0.06113353217
1648	0.0610906339
1649	0.06106621672
1650	0.06102545487
1651	0.06100887072
1652	0.06098391568
1653	0.06094431471
1654	0.06092053894
1655	0.06090797857
1656	0.06088813437
1657	0.0608715684
1658	0.06085583412
1659	0.06079093087
1660	0.06075553249
1661	0.06073315496
1662	0.06069039309
1663	0.06062645694
1664	0.06050987154
1665	0.06047422194
1666	0.06041516564
1667	0.06038100535
1668	0.06035420311
1669	0.0602932995
1670	0.06020697291
1671	0.06015756071
1672	0.06012463855
1673	0.0600922927
1674	0.06004288562
1675	0.0600214444
1676	0.05995670019
1677	0.05987818307
1678	0.05983871223
1679	0.05981838707
1680	0.05979552459
1681	0.05974010049
1682	0.05964976692
1683	0.05960718247
1684	0.05956535489
1685	0.05951200918
1686	0.05944031376
1687	0.05938736911
1688	0.05935467914
1689	0.05933170394
1690	0.05924985578
1691	0.05922887416
1692	0.05915620567
1693	0.05912808846
1694	0.05910606796
1695	0.05905940065
1696	0.05903003641
1697	0.05897186893
1698	0.05895185281
1699	0.0589308723
1700	0.05886573713
1701	0.05881792596
1702	0.05877197965
1703	0.05874391243
1704	0.05872827037
1705	0.05869259994
1706	0.05867426179
1707	0.05865248161
1708	0.05862800737
1709	0.05858792812
1710	0.05848412048
1711	0.05837105597
1712	0.05834383923
1713	0.05829579041
1714	0.05825614023
1715	0.05823271864
1716	0.05812385476
1717	0.05809169517
1718	0.05805760374
1719	0.05801330179
1720	0.05798938575
1721	0.05797447673
1722	0.05795076346
1723	0.05791112172
1724	0.0578954326
1725	0.05787631571
1726	0.05779073497
1727	0.05775429582
1728	0.05770517718
1729	0.05768973144
1730	0.05765563442
1731	0.05760422085
1732	0.05755691489
1733	0.05753384124
1734	0.05749357217
1735	0.05745111276
1736	0.05739380463
1737	0.05736268168
1738	0.05732612772
1739	0.05729372632
1740	0.05721225345
1741	0.05717789211
1742	0.05714760456
1743	0.05711512922
1744	0.05706547865
1745	0.05703535012
1746	0.05699671062
1747	0.0569614317
1748	0.05692639591
1749	0.05689876932
1750	0.05686010733
1751	0.05680898784
1752	0.05676167182
1753	0.05674274204
1754	0.05668662955
1755	0.05666707017
1756	0.05664461048
1757	0.05657425179
1758	0.05654271541
1759	0.05646295111
1760	0.05642289543
1761	0.05636133825
1762	0.05629676903
1763	0.0562717575
1764	0.05620395021
1765	0.05617859578
1766	0.05614694484
1767	0.05612216119
1768	0.05609977132
1769	0.05605957438
1770	0.05603135346
1771	0.05599431825
1772	0.0559404673
1773	0.05587359947
1774	0.05585142322
1775	0.05583674874
1776	0.05576331009
1777	0.05571988075
1778	0.05568206559
1779	0.05562654347
1780	0.05558438518
1781	0.05556702425
1782	0.05554175117
1783	0.05549034221
1784	0.05544970945
1785	0.05540768494
1786	0.05535699934
1787	0.05533805399
1788	0.05529679074
1789	0.05525138575
1790	0.05521257163
1791	0.05516624143
1792	0.05514623523
1793	0.05506537309
1794	0.0550244845
1795	0.05500655996
1796	0.05495974546
1797	0.05490898928
1798	0.05487757717
1799	0.05485064945
1800	0.05483549501
1801	0.05480796649
1802	0.05476005143
1803	0.05474372001
1804	0.0547334817
1805	0.05470426753
1806	0.05468360703
1807	0.05462793973
1808	0.05460931694
1809	0.05455541047
1810	0.05450359491
1811	0.0544590827
1812	0.05442221248
1813	0.05439993254
1814	0.0543900616
1815	0.05431761432
1816	0.05429612061
1817	0.0542473513
1818	0.05421798395
1819	0.05420282155
1820	0.05418213828
1821	0.05413174104
1822	0.05410666
1823	0.05409306015
1824	0.05407199873
1825	0.05405996703
1826	0.05403152338
1827	0.05399636182
1828	0.05398934525
1829	0.05397338829
1830	0.05395074889
1831	0.05393137463
1832	0.05389979974
1833	0.0538571427
1834	0.05382412448
1835	0.05374537197
1836	0.05367023527
1837	0.05364163074
1838	0.05362374122
1839	0.05359401325
1840	0.05355979786
1841	0.05354625079
1842	0.05345386643
1843	0.05343412257
1844	0.05338990435
1845	0.05334928848
1846	0.05332038955
1847	0.05326222843
1848	0.05320430001
1849	0.05312220035
1850	0.05308331441
1851	0.05305262831
1852	0.05301833268
1853	0.05299574474
1854	0.05296314871
1855	0.05292650896
1856	0.05288893385
1857	0.05286285332
1858	0.05281494372
1859	0.05280058574
1860	0.05276424256
1861	0.05274627705
1862	0.05271887211
1863	0.0526503451
1864	0.05261778033
1865	0.05258136858
1866	0.05255745357
1867	0.05253904506
1868	0.05250004579
1869	0.05246431589
1870	0.05243061664
1871	0.05235546981
1872	0.05234376414
1873	0.05230154758
1874	0.05227477204
1875	0.05222055335
1876	0.05219535347
1877	0.05215726701
1878	0.05211781841
1879	0.05210721219
1880	0.05208027615
1881	0.05206248102
1882	0.05202374162
1883	0.0519779951
1884	0.0519369098
1885	0.05190265856
1886	0.05187061149
1887	0.05185387122
1888	0.0518407594
1889	0.0518099745
1890	0.05178022436
1891	0.05175974974
1892	0.05170957752
1893	0.0516832452
1894	0.05164998126
1895	0.0516101711
1896	0.05156813129
1897	0.05153820464
1898	0.05150762265
1899	0.05146391244
1900	0.0514151324
1901	0.0513961201
1902	0.05136337009
1903	0.05133127855
1904	0.05130085013
1905	0.05127847268
1906	0.05124529284
1907	0.05120951247
1908	0.05118817
1909	0.05117952504
1910	0.05116268356
1911	0.05112854055
1912	0.0511056552
1913	0.05108496506
1914	0.05106984337
1915	0.05104362338
1916	0.05102380264
1917	0.05098541266
1918	0.05094991689
1919	0.05090221615
1920	0.05085869087
1921	0.0508122018
1922	0.05074650196
1923	0.05072968054
1924	0.05068588053
1925	0.05064472048
1926	0.05055810845
1927	0.05053789416
1928	0.05052483791
1929	0.05048747441
1930	0.05046288499
1931	0.05042545734
1932	0.05038976226
1933	0.05035487117
1934	0.05032643332
1935	0.05030143907
1936	0.0502707633
1937	0.05021698532
1938	0.05018999067
1939	0.05013279634
1940	0.05009641882
1941	0.05005406628
1942	0.0500312218
1943	0.04999955143
1944	0.04997174797
1945	0.0499315701
1946	0.04990230426
1947	0.04987910045
1948	0.04983512158
1949	0.04977493229
1950	0.04972207113
1951	0.04968820752
1952	0.04967401975
1953	0.04962971992
1954	0.04958878742
1955	0.04953852037
1956	0.04951845478
1957	0.04946242084
1958	0.04943676484
1959	0.04940757979
1960	0.04938539081
1961	0.04934948588
1962	0.04932599566
1963	0.04923995123
1964	0.04920766442
1965	0.04917311105
1966	0.0491529959
1967	0.04912664589
1968	0.04909421916
1969	0.04904517821
1970	0.04903484201
1971	0.04900522893
1972	0.04896629792
1973	0.04890958616
1974	0.04886854712
1975	0.04884763408
1976	0.04877115626
1977	0.04873773287
1978	0.04870173464
1979	0.04866501113
1980	0.04862618745
1981	0.04859978145
1982	0.04858213417
1983	0.04852792033
1984	0.04849241594
1985	0.0484626129
1986	0.04840628259
1987	0.04837985354
1988	0.04835126316
1989	0.04829899279
1990	0.04827576341
1991	0.04823313611
1992	0.04819839949
1993	0.0481478522
1994	0.04811725638
1995	0.0480992331
1996	0.04803114075
1997	0.04798505507
1998	0.04793660977
1999	0.04791686214
