iter	Logloss
257	0.2302269048
258	0.2297649885
259	0.2291998806
260	0.229029532
261	0.2287456993
262	0.22834964
263	0.2279832892
264	0.2274657524
265	0.2269977092
266	0.226589018
267	0.2263531863
268	0.226140045
269	0.2256968671
270	0.2253872566
271	0.2248897061
272	0.2246297535
273	0.2245298314
274	0.2242375482
275	0.2240246728
276	0.2235506747
277	0.2231500424
278	0.2224911689
279	0.2223477095
280	0.2219971384
281	0.2216306573
282	0.2214123639
283	0.2210841054
284	0.2209274828
285	0.2205130501
286	0.2203859547
287	0.2201836401
288	0.2199422695
289	0.2195329351
290	0.2192294054
291	0.2188919316
292	0.2187097309
293	0.2184994569
294	0.2181817501
295	0.2177833981
296	0.2172380745
297	0.2170334163
298	0.2167015607
299	0.2161753261
300	0.215728886
301	0.2154674089
302	0.2153006018
303	0.2149295191
304	0.214433521
305	0.2144143336
306	0.2140123007
307	0.2137549758
308	0.2135676225
309	0.2133398001
310	0.2128901359
311	0.2126497681
312	0.2124893676
313	0.2122106192
314	0.2120629958
315	0.2117966891
316	0.2114472099
317	0.2111802086
318	0.2108885779
319	0.2106779148
320	0.2103469364
321	0.2101698376
322	0.2100247716
323	0.2098935003
324	0.2096666797
325	0.2094118718
326	0.2091391386
327	0.2090410609
328	0.2087889845
329	0.2084221091
330	0.2079808666
331	0.2076785644
332	0.2074348968
333	0.2072518692
334	0.2069555778
335	0.2065729031
336	0.2064343097
337	0.2059071308
338	0.2057265725
339	0.2055101641
340	0.2052033853
341	0.2049882936
342	0.2045105996
343	0.2041084823
344	0.2038630221
345	0.2035250777
346	0.2032000229
347	0.2030266769
348	0.2029146549
349	0.2026623901
350	0.2023576587
351	0.2019918847
352	0.201766292
353	0.2013770057
354	0.200961179
355	0.2007655072
356	0.2003441114
357	0.2000434865
358	0.1997587747
359	0.1996534422
360	0.1995110481
361	0.1993991128
362	0.199078485
363	0.1988002394
364	0.1985396816
365	0.1980767003
366	0.1979071052
367	0.1977212931
368	0.1974844409
369	0.1971564604
370	0.1969575712
371	0.1967674112
372	0.1966457959
373	0.1964643754
374	0.1962268918
375	0.1960550436
376	0.1959384386
377	0.1958787032
378	0.1956901296
379	0.1953905668
380	0.1952573464
381	0.1950414071
382	0.1948517645
383	0.1944824525
384	0.1943278936
385	0.1941677358
386	0.1938606628
387	0.1935870228
388	0.1930599151
389	0.1927531133
390	0.1925523334
391	0.19226492
392	0.1919422099
393	0.1916322092
394	0.191610302
395	0.1914182063
396	0.1913164188
397	0.1911545279
398	0.1906831649
399	0.1906757505
400	0.1904614835
401	0.1900912943
402	0.1898701174
403	0.1897198983
404	0.18949131
405	0.1893010212
406	0.1890072872
407	0.1888012643
408	0.1885834316
409	0.1885045684
410	0.1880014595
411	0.1878053162
412	0.1874280375
413	0.1872051519
414	0.1869997009
415	0.1868088522
416	0.1865810893
417	0.18644988
418	0.1859273762
419	0.1856167543
420	0.1852446469
421	0.1850320449
422	0.1848143096
423	0.1846787591
424	0.1845405313
425	0.1843328887
426	0.184134149
427	0.183969556
428	0.1837178247
429	0.1835120228
430	0.1833084815
431	0.1830142799
432	0.1827678242
433	0.1825447423
434	0.1823907148
435	0.1821175226
436	0.1818038671
437	0.1815517168
438	0.1813475227
439	0.1811658132
440	0.1810056054
441	0.1809112959
442	0.1806429843
443	0.1804221283
444	0.1802213717
445	0.1800093755
446	0.1799050203
447	0.1796716836
448	0.1795191402
449	0.1792495883
450	0.1791503451
451	0.1788870247
452	0.1786784586
453	0.1783715727
454	0.1782017593
455	0.1780006475
456	0.1778850749
457	0.1777092154
458	0.1773152854
459	0.1770973567
460	0.1768932055
461	0.1766779169
462	0.1764809825
463	0.1763436442
464	0.1761766884
465	0.1760449421
466	0.1758255089
467	0.1756000652
468	0.175453828
469	0.1750714633
470	0.1747715633
471	0.1746241298
472	0.1743000186
473	0.1742928881
474	0.1741306816
475	0.1739831689
476	0.1737674718
477	0.1736200488
478	0.1732354101
479	0.1730477975
480	0.1728200172
481	0.1726520412
482	0.1722913041
483	0.1721546126
484	0.1719587901
485	0.171785845
486	0.1716354355
487	0.1715135518
488	0.1714194369
489	0.1711496361
490	0.1710343038
491	0.1709111536
492	0.1707383722
493	0.1705657156
494	0.1704060038
495	0.1702495989
496	0.1700392966
497	0.1697604735
498	0.1696198301
499	0.1694401343
500	0.1693014451
501	0.1691805791
502	0.1690766577
503	0.1687826814
504	0.1686457634
505	0.1684504417
506	0.1683067108
507	0.1680199915
508	0.1676259167
509	0.1674675824
510	0.1673206514
511	0.1671063735
512	0.1669398607
513	0.166691971
514	0.1663083991
515	0.1660862208
516	0.1658279213
517	0.16555017
518	0.165403532
519	0.1652089877
520	0.1648409427
521	0.1645231391
522	0.1642203125
523	0.1639444059
524	0.163647226
525	0.1633969194
526	0.1631129313
527	0.1629637041
528	0.1628394267
529	0.1626478907
530	0.1624556692
531	0.1622415973
532	0.1621412332
533	0.1617469872
534	0.1615755688
535	0.1611867807
536	0.1609930025
537	0.1608700506
538	0.1607713416
539	0.1606198661
540	0.1604463291
541	0.1602407181
542	0.1600116083
543	0.1598976112
544	0.1597531878
545	0.1596294867
546	0.1595128497
547	0.1593441769
548	0.1591922095
549	0.158898169
550	0.1587572021
551	0.1586297704
552	0.1585196994
553	0.1583548417
554	0.158086104
555	0.1579043124
556	0.1577940864
557	0.157696886
558	0.1576227755
559	0.1574304696
560	0.1571885145
561	0.1569966799
562	0.1567833735
563	0.1565579752
564	0.1564307576
565	0.1562825549
566	0.1561739734
567	0.1558780121
568	0.1557158648
569	0.1556156822
570	0.155382866
571	0.1553054399
572	0.1550225982
573	0.1549265346
574	0.1548333036
575	0.154685324
576	0.154518326
577	0.1542734155
578	0.154089379
579	0.1540074969
580	0.153838383
581	0.1536608319
582	0.1535738654
583	0.153395701
584	0.1532229448
585	0.1530695567
586	0.1529318347
587	0.152649773
588	0.1525596836
589	0.1524179601
590	0.1523150926
591	0.1520745682
592	0.1519640119
593	0.1517876151
594	0.1516584084
595	0.1515221472
596	0.1513980116
597	0.1512432549
598	0.1510994076
599	0.1510294101
600	0.1508857391
601	0.1507433731
602	0.1505965667
603	0.1504962276
604	0.1504427299
605	0.1503582814
606	0.1502922598
607	0.1501162697
608	0.1500257692
609	0.1499407519
610	0.1498389196
611	0.1497120957
612	0.1495460842
613	0.149464697
614	0.149400946
615	0.1492705943
616	0.1491958673
617	0.1489572279
618	0.14878043
619	0.1485782283
620	0.1483754139
621	0.1482954665
622	0.1482484967
623	0.1480674591
624	0.1479080156
625	0.1478262521
626	0.1477287029
627	0.1476031797
628	0.1474657912
629	0.1473590093
630	0.147252507
631	0.1471572935
632	0.1470669567
633	0.1467939329
634	0.1466508217
635	0.1464489463
636	0.146398914
637	0.1463346473
638	0.1462573799
639	0.1460770855
640	0.145939351
641	0.1458230912
642	0.1455766423
643	0.1454396
644	0.1453307933
645	0.1452057851
646	0.145031808
647	0.1449171689
648	0.1447811737
649	0.1445945802
650	0.1444786411
651	0.1443241073
652	0.1441790588
653	0.1439480548
654	0.1438072777
655	0.1437180814
656	0.1435859004
657	0.1434338021
658	0.1432831662
659	0.1431837334
660	0.143069641
661	0.1428764189
662	0.1427185769
663	0.1425862071
664	0.1425115597
665	0.1423518707
666	0.1422623217
667	0.1421680624
668	0.1420818876
669	0.1418130398
670	0.1416230047
671	0.1414966073
672	0.1413529323
673	0.1412211625
674	0.1410786267
675	0.1409710288
676	0.1408372767
677	0.1405869027
678	0.1405227657
679	0.1403312326
680	0.1402044134
681	0.140115411
682	0.1400686335
683	0.1398973116
684	0.1397505557
685	0.1396609193
686	0.1394472955
687	0.1393496487
688	0.1392373709
689	0.1391223063
690	0.1389692461
691	0.1388236322
692	0.1387616743
693	0.1386686645
694	0.1385924051
695	0.1384562644
696	0.1383200247
697	0.1381531353
698	0.1380221691
699	0.1378916632
700	0.1377657737
701	0.1374840619
702	0.1373483886
703	0.1372375823
704	0.1371460057
705	0.1370312052
706	0.1367368568
707	0.1366862227
708	0.1365814138
709	0.1364432887
710	0.1363177078
711	0.1362282532
712	0.1361202807
713	0.1360020026
714	0.1358976996
715	0.135651772
716	0.1354611463
717	0.1352899011
718	0.135141237
719	0.1350105762
720	0.1348775248
721	0.1347145879
722	0.134484064
723	0.1342618186
724	0.134054194
725	0.1339243663
726	0.1337667292
727	0.1335715035
728	0.1333508868
729	0.1332400909
730	0.1330626944
731	0.1329084618
732	0.1326806862
733	0.1324612225
734	0.13230358
735	0.1322021248
736	0.1320627278
737	0.1319023819
738	0.1317329497
739	0.1315370946
740	0.1313680012
741	0.1312172172
742	0.1311495553
743	0.1309214856
744	0.1307591359
745	0.1306496479
746	0.1305337002
747	0.1303617091
748	0.1302667418
749	0.1301100071
750	0.1299375004
751	0.1298438742
752	0.1296458022
753	0.1295055269
754	0.1293410504
755	0.1291325214
756	0.1289615919
757	0.1288109116
758	0.128658988
759	0.1285383102
760	0.1284665485
761	0.1283303088
762	0.1282369259
763	0.1281540926
764	0.1281010349
765	0.1279482429
766	0.1278305549
767	0.1277640033
768	0.12768824
769	0.1275807531
770	0.1273854017
771	0.1272454738
772	0.1271941998
773	0.1269601635
774	0.1267847154
775	0.1266480444
776	0.1264815346
777	0.1263672711
778	0.1262431594
779	0.1261555
780	0.1260174968
781	0.1259077693
782	0.12577176
783	0.1256673059
784	0.1255894925
785	0.1255413401
786	0.1254302917
787	0.1252636333
788	0.1251317877
789	0.1249095765
790	0.1247416495
791	0.1244674005
792	0.1244125989
793	0.124256473
794	0.124162449
795	0.1240273515
796	0.1239419463
797	0.1237700959
798	0.1236189337
799	0.1234695027
800	0.1233485212
801	0.123238529
802	0.1229079719
803	0.122838853
804	0.1226864468
805	0.1226121856
806	0.1224293627
807	0.1222850937
808	0.1221359981
809	0.1220713851
810	0.1219299752
811	0.12176194
812	0.1215672985
813	0.1214169605
814	0.1212855411
815	0.1212079285
816	0.1210579083
817	0.1208418672
818	0.1206914582
819	0.1206093354
820	0.120536802
821	0.1203483158
822	0.1202375293
823	0.1200227861
824	0.1198277668
825	0.1196352978
826	0.1195739424
827	0.1195156851
828	0.1193826864
829	0.1191425356
830	0.1189972634
831	0.1188935417
832	0.1187862984
833	0.1186133697
834	0.1184612125
835	0.1183544318
836	0.1183158239
837	0.1182717763
838	0.1182105833
839	0.1180909955
840	0.118005175
841	0.1178611578
842	0.1177701879
843	0.1177159905
844	0.1175755676
845	0.1175147356
846	0.1174454772
847	0.1172265328
848	0.1171112914
849	0.1170104751
850	0.1169091502
851	0.1166967052
852	0.11664289
853	0.1164515139
854	0.1163153862
855	0.1161764664
856	0.1160343005
857	0.1159853241
858	0.1157719787
859	0.1156013782
860	0.1154649928
861	0.1153260369
862	0.1152395899
863	0.115138508
864	0.1149130482
865	0.114738791
866	0.1146062011
867	0.1144753564
868	0.1143660623
869	0.1142255699
870	0.1141720031
871	0.114057999
872	0.1139446498
873	0.1138680237
874	0.1137543865
875	0.1136476061
876	0.1135216791
877	0.1134626834
878	0.1133319023
879	0.1131486098
880	0.1130758745
881	0.1129880202
882	0.1128550437
883	0.112636229
884	0.1125560086
885	0.1124658539
886	0.1123715754
887	0.1122762038
888	0.1122129582
889	0.1121013608
890	0.1119741234
891	0.1118647757
892	0.1117751756
893	0.1116464809
894	0.1115452526
895	0.1114410146
896	0.1113933467
897	0.111269954
898	0.1111677294
899	0.1109519305
900	0.110880664
901	0.1107643477
902	0.1106252859
903	0.1104792696
904	0.1103658593
905	0.1102616148
906	0.1101521213
907	0.1100537809
908	0.1099441483
909	0.1098689482
910	0.1098235683
911	0.1096931037
912	0.1096252838
913	0.1094415289
914	0.1093744899
915	0.1093165272
916	0.1092000983
917	0.1090460808
918	0.1089213918
919	0.1088227041
920	0.1087416835
921	0.1086605121
922	0.1086128227
923	0.1084654065
924	0.1083143782
925	0.1082170407
926	0.1081091322
927	0.1079488304
928	0.1078817673
929	0.1077788048
930	0.1077219537
931	0.1076488415
932	0.1075994696
933	0.1075564404
934	0.1075164751
935	0.1073782873
936	0.1072581994
937	0.1071622478
938	0.1070446039
939	0.1069024403
940	0.1067930718
941	0.1067023134
942	0.1065193166
943	0.1064222615
944	0.1063640061
945	0.1063037842
946	0.1061892622
947	0.1061289795
948	0.1060654961
949	0.1059816597
950	0.1059159723
951	0.1058359323
952	0.1057825253
953	0.1056842084
954	0.1055925474
955	0.1055159007
956	0.1054258252
957	0.1053627667
958	0.1052684005
959	0.1051800674
960	0.1051496209
961	0.1050812232
962	0.1049625788
963	0.1048893924
964	0.1047974777
965	0.1047340279
966	0.1046670589
967	0.1045748048
968	0.1045393016
969	0.1044716205
970	0.1044192499
971	0.1043737808
972	0.1043145984
973	0.1042555364
974	0.1042110427
975	0.1041363202
976	0.1040369072
977	0.1039865358
978	0.1039324936
979	0.1038418151
980	0.1037475343
981	0.1036731102
982	0.1036173476
983	0.1035782611
984	0.103514239
985	0.1034526261
986	0.1032486446
987	0.1031428952
988	0.1030881143
989	0.1029398268
990	0.1028541584
991	0.1027753288
992	0.1027278557
993	0.1026494812
994	0.1025633205
995	0.1025143906
996	0.102424874
997	0.1023608664
998	0.1022411343
999	0.1021864677
1000	0.1020941982
1001	0.1020037686
1002	0.1019170196
1003	0.1018254004
1004	0.1017348081
1005	0.1016645824
1006	0.1015909815
1007	0.1015309544
1008	0.1014999625
1009	0.101452735
1010	0.10141976
1011	0.1013140038
1012	0.101252242
1013	0.1011570309
1014	0.1011345936
1015	0.1010766189
1016	0.1009849655
1017	0.1009245504
1018	0.1008438129
1019	0.1007187417
1020	0.1006790129
1021	0.1006319228
1022	0.1004805522
1023	0.1003852068
1024	0.1002991075
1025	0.1001675371
1026	0.1000842835
1027	0.09998129442
1028	0.09985864914
1029	0.09980749491
1030	0.09970941276
1031	0.09965446425
1032	0.09960284692
1033	0.09948101005
1034	0.09939525487
1035	0.09930019194
1036	0.09917866745
1037	0.09905144025
1038	0.0989719034
1039	0.09891581657
1040	0.09883696073
1041	0.09873738915
1042	0.09863968976
1043	0.09854841928
1044	0.09842848131
1045	0.09824407978
1046	0.09813068809
1047	0.09805281963
1048	0.09795628129
1049	0.09779640727
1050	0.09761458711
1051	0.09756082368
1052	0.09747986378
1053	0.0973787832
1054	0.09731461032
1055	0.09726002835
1056	0.09720685794
1057	0.09706802487
1058	0.09694880851
1059	0.09686158955
1060	0.09677750158
1061	0.09669296111
1062	0.0966306666
1063	0.09658534667
1064	0.09653717611
1065	0.09639579391
1066	0.09634438681
1067	0.09627031872
1068	0.09617722567
1069	0.09607063958
1070	0.09592640047
1071	0.09587787066
1072	0.09583684589
1073	0.09579799815
1074	0.09571476585
1075	0.0955518599
1076	0.09546941077
1077	0.09535952158
1078	0.09523069166
1079	0.09514734663
1080	0.09505592908
1081	0.09502798901
1082	0.09497931807
1083	0.09486734793
1084	0.09482073135
1085	0.09473803181
1086	0.09465868594
1087	0.09461183099
1088	0.09457602353
1089	0.0945191882
1090	0.09442976236
1091	0.09432896877
1092	0.09424647321
1093	0.0941615542
1094	0.0941250733
1095	0.09406960549
1096	0.09399929998
1097	0.09390830827
1098	0.09384377219
1099	0.09379937354
1100	0.09372321723
1101	0.09364025363
1102	0.09353695687
1103	0.09342839474
1104	0.09335677986
1105	0.09331233685
1106	0.09327769277
1107	0.09321000396
1108	0.09314651648
1109	0.09311329074
1110	0.09304037253
1111	0.09296344534
1112	0.09277323322
1113	0.09267008774
1114	0.09258531922
1115	0.09245440414
1116	0.09237082803
1117	0.09231498441
1118	0.09214310594
1119	0.0920723203
1120	0.09199147092
1121	0.09195034356
1122	0.09185755832
1123	0.09178795244
1124	0.09172869911
1125	0.09161252537
1126	0.09153555779
1127	0.09144552705
1128	0.09136281568
1129	0.0912820849
1130	0.09121216877
1131	0.09112386154
1132	0.09103415248
1133	0.0909543395
1134	0.0908635029
1135	0.09083346967
1136	0.09078188911
1137	0.09071365309
1138	0.09068083992
1139	0.09061418189
1140	0.09058491258
1141	0.09052356975
1142	0.09047259827
1143	0.09041729632
1144	0.09037201106
1145	0.09032435859
1146	0.09023881259
1147	0.09014391109
1148	0.09003864999
1149	0.08995455338
1150	0.08986795572
1151	0.08978438824
1152	0.08966470608
1153	0.08956655093
1154	0.0894299502
1155	0.08934069849
1156	0.08926851348
1157	0.08918919102
1158	0.08915707093
1159	0.08907561532
1160	0.08901418504
1161	0.08893285446
1162	0.08889374734
1163	0.08877185989
1164	0.08870022505
1165	0.08864082052
1166	0.08858719014
1167	0.08852209348
1168	0.08846560381
1169	0.08840921451
1170	0.08832813402
1171	0.08828735491
1172	0.08817544608
1173	0.08810661099
1174	0.08806519431
1175	0.08797775021
1176	0.08792895137
1177	0.08785536336
1178	0.08779269384
1179	0.08773374441
1180	0.08765841571
1181	0.08758947959
1182	0.08754315776
1183	0.08746806018
1184	0.0873840291
1185	0.08729878622
1186	0.08719074057
1187	0.08712767652
1188	0.08708241746
1189	0.08697111659
1190	0.08686729231
1191	0.0867703323
1192	0.08673854715
1193	0.08665532351
1194	0.0865642337
1195	0.08648812776
1196	0.08646204831
1197	0.08637693981
1198	0.08631464774
1199	0.08627721986
1200	0.08623124989
1201	0.08617063384
1202	0.08606436139
1203	0.08597180295
1204	0.08593863613
1205	0.08589303587
1206	0.08580253295
1207	0.0857460102
1208	0.0857029281
1209	0.08561889993
1210	0.08555795408
1211	0.08552563316
1212	0.08547119462
1213	0.08542230139
1214	0.0853688216
1215	0.08532046418
1216	0.08524358195
1217	0.08518479152
1218	0.0851335654
1219	0.08502776385
1220	0.08495509983
1221	0.08490336108
1222	0.08486116961
1223	0.08474460474
1224	0.08469410884
1225	0.08461443545
1226	0.08454856088
1227	0.08447290088
1228	0.08437292977
1229	0.0843307226
1230	0.08425660982
1231	0.08421613054
1232	0.08416330018
1233	0.08413897197
1234	0.08404171921
1235	0.08401821717
1236	0.08397432638
1237	0.08385414132
1238	0.08379568774
1239	0.08374126237
1240	0.08358025585
1241	0.08349865904
1242	0.08344510166
1243	0.08338336246
1244	0.08330587101
1245	0.08317531871
1246	0.0830941841
1247	0.08301455982
1248	0.08296306476
1249	0.0829184681
1250	0.08279994503
1251	0.0827600479
1252	0.08270882262
1253	0.08264650883
1254	0.08258328025
1255	0.08248585802
1256	0.0824345069
1257	0.08235984859
1258	0.08229971397
1259	0.08222259673
1260	0.08215704702
1261	0.08210449505
1262	0.08200609638
1263	0.08194767863
1264	0.08187963205
1265	0.08181970018
1266	0.08174873039
1267	0.08169225295
1268	0.08162929088
1269	0.08159136821
1270	0.08144423646
1271	0.08139457115
1272	0.08134553991
1273	0.08130920943
1274	0.08126860918
1275	0.08123005678
1276	0.08116290185
1277	0.08106786831
1278	0.08101991732
1279	0.08098772516
1280	0.08089874038
1281	0.0808327594
1282	0.08076142782
1283	0.08069813319
1284	0.08059159763
1285	0.08054146606
1286	0.08047301635
1287	0.08039867272
1288	0.08031389918
1289	0.0802413833
1290	0.0802015327
1291	0.08014522868
1292	0.08011073186
1293	0.08004589114
1294	0.07998855807
1295	0.07986207446
1296	0.07982604725
1297	0.07976644319
1298	0.0797023616
1299	0.07963987665
1300	0.07955829111
1301	0.07949056498
1302	0.07943105784
1303	0.07937449127
1304	0.07929211151
1305	0.079237254
1306	0.07915331974
1307	0.07909850523
1308	0.07906891904
1309	0.07902709166
1310	0.07898274826
1311	0.07894284671
1312	0.07890024189
1313	0.07886030554
1314	0.07875458352
1315	0.07871861469
1316	0.07862735649
1317	0.07857287935
1318	0.07848459053
1319	0.07840258854
1320	0.07833823906
1321	0.07830979795
1322	0.07826548682
1323	0.07821310602
1324	0.07817510369
1325	0.0781286268
1326	0.07808016451
1327	0.07801779648
1328	0.07798545578
1329	0.07788097725
1330	0.07782509898
1331	0.07772666105
1332	0.07769676726
1333	0.07759842686
1334	0.07752595455
1335	0.07749112206
1336	0.07746265321
1337	0.0774224812
1338	0.07739963296
1339	0.07730458031
1340	0.07724472806
1341	0.07718657534
1342	0.07706783663
1343	0.0769914679
1344	0.07694492336
1345	0.07692161634
1346	0.0768892372
1347	0.07685285886
1348	0.07681583023
1349	0.07677842122
1350	0.07668432641
1351	0.07663980106
1352	0.07654105472
1353	0.07642741017
1354	0.07638847623
1355	0.07626497668
1356	0.0762082742
1357	0.07614005982
1358	0.07608603592
1359	0.07589715506
1360	0.07581449687
1361	0.07573380033
1362	0.0756409594
1363	0.07552622518
1364	0.07545220093
1365	0.07542869417
1366	0.07537894295
1367	0.07533158406
1368	0.07526279877
1369	0.07519374835
1370	0.07510914568
1371	0.0750472769
1372	0.07499897266
1373	0.07496812955
1374	0.07485851152
1375	0.07482118291
1376	0.07475186207
1377	0.07470945594
1378	0.07466179739
1379	0.0745968788
1380	0.07455086303
1381	0.07449052748
1382	0.07446015969
1383	0.07439858494
1384	0.07430669078
1385	0.07424146421
1386	0.07420591984
1387	0.07410085819
1388	0.07404734917
1389	0.074023978
1390	0.07398435086
1391	0.07393529467
1392	0.07388035441
1393	0.07378557763
1394	0.07372994105
1395	0.07370143948
1396	0.07366045436
1397	0.073597773
1398	0.07357536455
1399	0.07355299261
1400	0.07348335286
1401	0.07340084898
1402	0.07336141778
1403	0.07333141785
1404	0.07329487971
1405	0.0732458139
1406	0.07317145518
1407	0.07313046314
1408	0.07310662652
1409	0.07307466543
1410	0.07303610524
1411	0.07298490708
1412	0.07294592176
1413	0.07283606697
1414	0.07276752101
1415	0.07268201231
1416	0.07264336836
1417	0.07256049988
1418	0.07245861396
1419	0.07243613804
1420	0.0723854758
1421	0.07232233914
1422	0.07230121664
1423	0.07226286419
1424	0.07221017102
1425	0.07215691106
1426	0.07211999013
1427	0.07206721302
1428	0.07204984494
1429	0.07202378785
1430	0.07199316342
1431	0.0719633834
1432	0.07193590516
1433	0.07176408551
1434	0.07167835365
1435	0.07162354332
1436	0.0715866076
1437	0.07155866253
1438	0.07147983337
1439	0.07138215336
1440	0.07135513873
1441	0.07128523837
1442	0.07123814218
1443	0.0712067236
1444	0.07114605341
1445	0.07093469138
1446	0.07087665142
1447	0.07083231527
1448	0.07080329547
1449	0.07077581597
1450	0.0707483174
1451	0.07068731936
1452	0.07065875829
1453	0.07053266939
1454	0.07046121748
1455	0.07043525312
1456	0.0704068009
1457	0.07036160158
1458	0.07030933495
1459	0.07025931059
1460	0.07023321555
1461	0.07016186533
1462	0.07012848108
1463	0.07004504281
1464	0.07001340717
1465	0.06999290588
1466	0.06994987309
1467	0.06984846428
1468	0.069827398
1469	0.06978551028
1470	0.06970327442
1471	0.06966818979
1472	0.06960871341
1473	0.06957899594
1474	0.06950024396
1475	0.06945303556
1476	0.06941043877
1477	0.06936379997
1478	0.06929728413
1479	0.06926823247
1480	0.06924875083
1481	0.06921197674
1482	0.06914780399
1483	0.06907798604
1484	0.06888954772
1485	0.06884401965
1486	0.06879402901
1487	0.06873423459
1488	0.06867905372
1489	0.06864686059
1490	0.06861028899
1491	0.06857356849
1492	0.06850861632
1493	0.06848336789
1494	0.06840472145
1495	0.0683423864
1496	0.06827790221
1497	0.06820528169
1498	0.06813990411
1499	0.06808439512
1500	0.06805371774
1501	0.06802153251
1502	0.06797355178
1503	0.06790364978
1504	0.06783020319
1505	0.06781137672
1506	0.06772801164
1507	0.06770046056
